,NAME,GEO_ID,est_households,est_households_me,under_10k,under_10k_me,bw_10_15k,bw_10_15k_me,bw_15_25k,bw_15_25k_me,bw_25_35k,bw_25_35k_me,bw_35_50k,bw_35_50k_me,bw_50_75k,bw_50_75k_me,bw_75_100k,bw_75_100k_me,bw_100_150k,bw_100_150k_me,bw_150_200k,bw_150_200k_me,over_200k,over_200k_me,median_hh_income,median_hh_income_me,mean_hh_income,mean_hh_income_me,state,year
23,Virginia,0400000US51,3041710,9225,174239,2684,126073,2575,255915,3418,260129,3139,371336,3835,527514,5241,388971,4242,477069,4226,218333,2923,242131,3076,64792,274,88413,313,51,2014
24,Washington,0400000US53,2645396,5534,163340,2508,110966,1837,238509,2982,242945,3343,346467,3797,495014,4550,354430,4562,399628,4192,155299,2470,138798,2278,60294,265,79195,330,53,2014
25,West Virginia,0400000US54,742359,2723,74451,1864,52236,1383,106506,1998,87904,1711,109505,2031,130376,2323,79854,1907,68081,1684,18558,840,14888,904,41576,355,55976,560,54,2014
26,Wisconsin,0400000US55,2293250,5079,135106,2298,120725,1908,249242,2857,246653,2595,333792,3247,449439,3653,307679,2727,292863,3181,86956,1649,70795,1424,52738,201,68319,238,55,2014
27,Wyoming,0400000US56,225514,1392,11138,735,10618,641,22071,965,22763,950,30423,857,43643,1257,31799,1073,35442,1235,10337,600,7280,600,58252,788,72367,824,56,2014
28,Puerto Rico,0400000US72,1241454,2991,352530,3160,145702,2216,228864,2781,153677,2508,145598,2432,119662,2150,45367,1390,31755,1167,9579,545,8720,546,19686,143,30756,215,72,2014
29,Alabama,0400000US01,1842174,5671,182834,2792,128313,2243,238066,3162,210786,2883,266133,3184,317172,2867,199359,3028,189401,3091,61354,1549,48756,1418,43511,226,60205,331,01,2014
30,Alaska,0400000US02,251678,1303,9365,539,8930,503,19009,809,18640,826,29550,1108,46074,1199,36982,1049,47352,1168,20893,995,14883,805,71829,735,88583,929,02,2014
31,Arizona,0400000US04,2387246,8050,183011,2675,124156,2639,267119,3556,266857,3344,353946,3803,441658,4939,282294,3482,285019,4047,96069,1817,87117,1812,49928,244,67557,273,04,2014
32,Arkansas,0400000US05,1132488,4067,103380,1895,85278,1914,156720,2509,142701,2168,173096,2622,197930,3037,113844,2110,102551,2018,31696,1066,25292,827,41264,239,56824,359,05,2014
33,California,0400000US06,12617280,20413,732367,5666,645041,5011,1202447,7855,1138708,6794,1531281,7501,2111201,9049,1544981,8491,1881400,10239,870522,6835,959332,6811,61489,154,86704,221,06,2014
34,Colorado,0400000US08,1998314,5078,122079,2447,84229,2080,184766,3177,189967,2815,265398,3694,365231,2978,263329,3337,293531,3424,119480,2148,110304,1950,59448,312,79990,383,08,2014
35,Delaware,0400000US10,339046,1589,19599,945,13582,676,30187,1010,32588,1074,44722,1386,64148,1473,46083,1187,51490,1380,19899,805,16748,677,60231,601,78589,703,10,2014
36,District of Columbia,0400000US11,267415,1579,27619,1043,11413,714,20327,1008,17971,871,26257,1054,38266,1117,29330,1065,40255,1181,21655,892,34322,1035,69235,1127,104615,1513,11,2014
37,Connecticut,0400000US09,1356206,2983,77857,1815,52951,1364,113957,2294,105676,2056,148208,2193,220577,2870,176629,2556,224690,2734,107942,2039,127719,1815,69899,520,99110,629,09,2014
38,Florida,0400000US12,7217508,24923,566058,4729,409607,4303,876644,6437,844807,6385,1087665,7498,1307549,9232,800834,6907,773446,8742,268710,4050,282188,4660,47212,163,67143,251,12,2014
39,Georgia,0400000US13,3540690,10836,309636,4201,199294,3692,401613,4309,382705,4929,496116,5258,635676,5375,407228,4891,410157,5469,151979,3091,146286,3051,49342,215,68317,288,13,2014
40,Idaho,0400000US16,585259,2354,40954,1388,32177,1256,69076,1789,72128,1722,92771,2344,117485,2369,70601,1743,58704,1779,17189,883,14174,883,47334,444,61544,567,16,2014
41,Hawaii,0400000US15,450299,1824,26234,1027,15737,784,33050,1201,34310,1336,53049,1222,83008,1540,64361,1558,80440,1462,32731,1121,27379,1079,68201,682,85972,797,15,2014
42,Illinois,0400000US17,4778633,11513,341784,3434,218422,2771,479384,4088,455890,3652,614706,4895,852342,5481,612247,5162,671103,6159,265693,3557,267062,3227,57166,203,78521,267,17,2014
43,Indiana,0400000US18,2492183,6801,182646,3089,135018,2109,288229,3468,286947,3252,381607,3968,482652,3953,311239,3565,278959,3248,78838,1950,66048,1589,48737,254,63736,294,18,2014
44,Iowa,0400000US19,1232228,3504,75677,1643,63143,1469,132072,2114,133137,1939,179656,2068,246838,2783,167120,2163,152618,2091,44860,1247,37107,1080,52716,271,67621,359,19,2014
45,Kansas,0400000US20,1112335,3321,71267,1670,57127,1360,119160,2196,124222,1927,163621,2299,215234,2604,140116,2478,138000,2171,44231,1323,39357,1014,51872,245,69271,381,20,2014
46,Kentucky,0400000US21,1702235,5177,168682,2750,119741,2223,220919,3009,195808,2944,247007,2904,300197,3214,186269,2665,172399,2292,47882,1303,43331,1291,43342,237,59312,295,21,2014
47,Louisiana,0400000US22,1718876,4824,172143,2399,119002,2230,219661,3112,187654,3041,230590,3080,281464,3334,189756,3209,195072,3132,65446,1684,58088,1702,44991,329,63565,379,22,2014
48,Maine,0400000US23,553086,2062,38107,1260,35726,1149,65070,1489,64351,1481,79031,1784,104541,1903,70084,1653,61560,1524,18358,726,16258,813,48804,481,64327,546,23,2014
49,Maryland,0400000US24,2155983,5424,111267,2247,71812,1767,148500,2679,156517,2641,230383,2607,370377,3692,289137,3738,391031,3740,191596,2656,195363,2526,74149,395,97135,408,24,2014
50,Massachusetts,0400000US25,2538485,4546,154704,2312,132186,2512,219986,3174,196879,3061,267241,2985,402049,3898,322545,3416,426367,4015,201539,3073,214989,3113,67846,387,92850,447,25,2014
51,Michigan,0400000US26,3827880,9311,308023,3174,211941,3131,446084,3061,424007,3169,553748,3885,707412,4915,456176,3970,445647,4286,150246,2313,124596,2040,49087,192,65790,242,26,2014
52,Minnesota,0400000US27,2115337,5381,117092,1936,93765,1806,193479,2440,192074,2356,275653,2885,400082,3146,299230,3135,322660,3482,115677,1784,105625,1686,60828,240,79106,291,27,2014
1,Mississippi,0400000US28,1096593,4034,125220,2502,84452,1844,153313,2525,131852,2337,158215,2636,186231,2888,109937,2368,96081,2108,27664,1121,23628,1017,39665,341,54906,397,28,2015
2,Missouri,0400000US29,2364688,6201,183869,3039,136992,2065,276146,3240,268829,3402,351840,4107,440931,4374,278977,3362,262549,3301,88357,1762,76198,1701,48173,250,65312,316,29,2015
3,Montana,0400000US30,409394,1852,29379,1131,25359,940,50609,1224,47950,1325,61149,1458,77966,1398,48098,1251,44557,1077,12272,600,12055,657,47169,490,63139,636,30,2015
4,Nebraska,0400000US31,736613,2628,44581,1185,37043,1194,78377,1628,78138,1540,107236,1794,145498,2025,96735,1723,94737,1372,28837,835,25431,817,52997,347,69392,389,31,2015
5,Nevada,0400000US32,1016709,4083,66541,1692,48500,1550,107973,2048,112830,2081,153080,2776,198650,2752,127702,2201,124322,2356,41743,1278,35368,1246,51847,351,69150,504,32,2015
6,New Hampshire,0400000US33,520251,1779,21873,1030,20790,988,43625,1220,43948,1380,63425,1557,94967,2059,74640,1571,88903,1832,36420,1140,31660,1074,66779,537,85727,786,33,2015
7,New Jersey,0400000US34,3189486,6199,175687,2555,120837,1944,259935,3388,247533,3394,336106,3868,504991,4126,399593,3959,547517,4639,276465,3299,320822,3660,72093,286,99026,349,34,2015
8,New Mexico,0400000US35,763603,3312,75094,1832,50143,1636,97449,1779,85338,1778,107439,2281,129067,2285,85925,2001,81487,1740,28729,1081,22932,901,44963,440,62215,514,35,2015
9,New York,0400000US36,7262279,12603,569147,4017,379134,4498,713569,5390,641022,5095,848598,6092,1189040,7070,863158,5677,1042528,6663,468997,4691,547086,5678,59269,235,86825,324,36,2015
10,North Carolina,0400000US37,3775581,9491,302888,3650,235085,3531,451714,4623,441746,4539,559786,4799,675822,5512,426708,5007,405200,4777,140708,2521,135924,2476,46868,206,65338,286,37,2015
11,North Dakota,0400000US38,299638,1462,18826,699,14350,663,27863,1034,29773,1239,41545,1106,55490,1522,41610,1238,42841,1220,13659,766,13681,702,57181,678,76185,790,38,2015
12,Ohio,0400000US39,4585084,10087,372320,4070,257489,3444,527911,4368,500645,4751,655357,4944,847453,5365,550260,4869,538665,5094,179401,2701,155583,2447,49429,179,66409,231,39,2015
13,Oklahoma,0400000US40,1455321,3048,116153,1669,89253,1528,176275,1924,168304,2352,216328,2203,273039,2715,167149,2140,155686,2523,48122,1105,45012,1204,46879,216,63890,326,40,2015
14,Oregon,0400000US41,1533430,4037,112551,2475,81573,1845,170407,2369,164170,2700,218847,3044,285004,3306,192015,3121,188835,2907,61962,1468,58066,1349,51243,271,69040,385,41,2015
15,Pennsylvania,0400000US42,4958859,9151,343017,3729,264879,3148,529453,4504,508425,4226,670764,4517,912440,6353,619923,4290,644635,4534,237241,2527,228082,2640,53599,173,73175,197,42,2015
16,Rhode Island,0400000US44,410602,1442,32277,1257,22777,1104,40749,1328,37280,1402,50099,1619,69145,1676,52869,1498,59721,1367,24479,889,21206,996,56852,678,77111,767,44,2015
17,South Carolina,0400000US45,1815094,5681,160030,2761,116567,2274,225824,3065,209728,3583,266367,3269,329000,3419,204041,3148,190826,3104,60171,1605,52540,1534,45483,272,61987,337,45,2015
18,South Dakota,0400000US46,330858,1744,20406,1027,18403,793,35437,1117,36985,1241,50925,1405,65458,1393,45058,1129,37407,1043,10046,610,10733,621,50957,461,66404,643,46,2015
19,Tennessee,0400000US47,2504556,6998,214261,3266,158757,2898,317007,3405,295461,3246,371089,4268,454728,4661,275150,3718,254297,3099,82552,1995,81254,1615,45219,243,63339,286,47,2015
20,Texas,0400000US48,9149196,16225,658087,4867,469798,4969,979868,7207,946768,7710,1246304,8103,1628091,8172,1075935,7188,1196463,8770,463766,4440,484116,4718,53207,174,75264,203,48,2015
21,Vermont,0400000US50,257167,1148,14122,684,14499,588,26578,890,25646,918,35844,945,49861,1142,35822,934,33975,888,11388,539,9432,537,55176,561,71392,783,50,2015
22,Utah,0400000US49,906292,2641,44761,1340,34538,1035,77633,1944,83117,2079,125316,2083,191257,2384,135492,2249,132511,1940,43846,1170,37821,1157,60727,329,76531,459,49,2015
23,Virginia,0400000US51,3062783,7957,176500,3059,125763,2466,254654,3642,260028,2917,372586,4015,531154,4648,390630,4440,482559,4655,220714,2921,248195,3195,65015,270,88955,289,51,2015
24,Washington,0400000US53,2668912,6381,162559,2794,110156,2322,234988,2802,241373,3139,346476,3576,496902,4960,358433,4054,405731,4250,161420,2443,150874,2458,61062,228,80789,327,53,2015
25,West Virginia,0400000US54,740890,2755,74206,2000,51381,1545,104362,1806,87788,1657,110573,2367,129773,1983,79720,1862,68270,1794,19093,895,15724,895,41751,433,56425,547,54,2015
26,Wisconsin,0400000US55,2299107,5595,135178,1992,118516,1836,246425,2693,243212,2639,330623,3025,452627,3048,310541,2933,297963,3087,88992,1544,75030,1397,53357,195,69333,267,55,2015
27,Wyoming,0400000US56,226865,1265,10886,675,10540,675,22258,1027,22435,997,30775,1120,43104,1258,32540,1017,36371,1233,10701,738,7255,593,58840,934,73477,1102,56,2015
28,Puerto Rico,0400000US72,1244202,3939,360761,3751,147226,2054,229142,2982,151638,3055,143282,2312,117913,1905,44660,1494,31089,1175,10019,673,8472,607,19350,160,30463,245,72,2015
29,Alabama,0400000US01,1848325,5710,182268,2591,129587,2223,238219,3375,212167,3306,261178,3562,319759,3850,201140,3139,191823,3074,62075,1692,50109,1470,43623,281,60511,335,01,2015
30,Alaska,0400000US02,250969,1362,9503,729,8611,557,18574,753,18102,993,29443,952,45806,1327,37480,1305,47373,1348,20786,887,15291,877,72515,838,89746,1133,02,2015
31,Arizona,0400000US04,2412212,7194,185629,3119,125386,2588,268065,3509,267669,3966,352984,3785,446513,4859,285636,3727,288720,3853,99975,2354,91635,1912,50255,211,68297,291,04,2015
32,Arkansas,0400000US05,1138025,3839,104645,1983,85977,1494,157345,2642,141075,2552,172666,2743,200939,2598,113603,1848,103575,2086,30720,1135,27480,1020,41371,247,57304,380,05,2015
33,California,0400000US06,12717801,18352,742545,6323,646023,4531,1206056,7273,1134601,6952,1528711,8113,2118346,8285,1542550,7720,1902528,11521,886811,6347,1009630,7171,61818,156,87877,227,06,2015
34,Colorado,0400000US08,2024468,4437,119023,2316,83049,1830,182058,2460,188483,2590,267690,3585,371204,3846,267561,2940,302241,3271,125268,2248,117891,1825,60629,252,81635,344,08,2015
35,Delaware,0400000US10,344022,1500,19788,931,13238,699,31031,979,32434,1120,45518,1158,65459,1645,46953,1251,51636,1289,20520,819,17445,773,60509,595,79262,833,10,2015
36,District of Columbia,0400000US11,273390,1578,27878,1051,11460,734,20325,970,18350,740,26210,1022,38025,1247,29547,920,42014,1184,22697,852,36884,951,70848,843,107594,1311,11,2015
37,Connecticut,0400000US09,1352583,3661,78177,1681,52344,1509,112200,2200,104415,1894,146841,2282,219407,3061,173741,2320,224821,2862,109075,2126,131562,2112,70331,409,99992,604,09,2015
38,Florida,0400000US12,7300494,24106,566780,5374,409233,4905,885891,5947,847139,7577,1093259,8618,1327002,8887,806959,7666,788595,8879,278520,4574,297116,4322,47507,202,67975,250,12,2015
39,Georgia,0400000US13,3574362,9977,309272,3807,203138,3406,400719,4520,381128,4178,503568,4601,642397,6119,407295,5065,418631,4499,155790,3173,152424,2770,49620,245,69010,274,13,2015
40,Idaho,0400000US16,589320,2000,41274,1364,32270,1297,69837,1509,72156,2107,92335,2009,116627,2322,70636,1834,61284,1795,17682,968,15219,868,47583,494,62311,630,16,2015
41,Hawaii,0400000US15,450572,1876,25611,1165,15484,726,32766,1242,32928,1130,52097,1451,83373,1754,64097,1641,81639,1670,34172,1087,28405,876,69515,725,87329,676,15,2015
42,Illinois,0400000US17,4786388,11295,343101,3833,217426,2780,477279,4457,449729,4670,610069,4550,851656,5529,609496,4957,676505,6033,272382,3515,278745,3254,57574,247,79556,273,17,2015
43,Indiana,0400000US18,2501937,7578,181044,2724,134385,2119,287375,3245,284178,2817,380438,3704,485620,4118,310646,3651,285486,2908,81975,2041,70790,1632,49255,221,64649,260,18,2015
44,Iowa,0400000US19,1236409,3802,76474,1511,63657,1355,129499,1927,131466,2101,178302,2488,247858,2730,168910,1987,154870,2160,46153,1259,39220,1205,53183,313,68446,414,19,2015
45,Kansas,0400000US20,1113472,3874,71873,1669,55880,1553,117680,1897,121629,2092,163607,1891,215001,2629,140436,2208,141456,2259,44863,1286,41047,1065,52205,232,70093,461,20,2015
46,Kentucky,0400000US21,1708499,5144,169393,2766,118615,2143,218362,3024,193198,2603,247705,3056,304825,3782,187643,2804,173948,2666,49845,1393,44965,1250,43740,302,60031,356,21,2015
47,Louisiana,0400000US22,1727919,4615,177658,2933,118936,2441,219684,2812,187871,3154,228757,3654,280173,3258,188830,2932,197776,3072,67770,1894,60464,1616,45047,315,63904,405,22,2015
48,Maine,0400000US23,553284,2234,38574,1103,35182,1281,64636,1636,63270,1455,78147,1613,104896,1970,70627,1580,62321,1404,18808,738,16823,899,49331,512,64985,614,23,2015
49,Maryland,0400000US24,2166389,5118,110926,1996,71461,1693,149200,2298,156267,2642,230782,3170,370180,3860,289546,3485,394212,3780,194589,2775,199226,2511,74551,370,97801,371,24,2015
50,Massachusetts,0400000US25,2549721,4643,155390,2612,131036,2820,217314,2270,196102,3336,266140,3401,402960,3923,317568,2544,429874,3609,206541,3183,226796,2415,68563,384,94143,423,25,2015
51,Michigan,0400000US26,3841148,7758,308959,3020,209973,2635,440712,3613,420568,3802,553936,3868,708689,4142,457326,3755,453851,4479,154454,2249,132680,1996,49576,186,66760,204,26,2015
52,Minnesota,0400000US27,2124745,5711,115278,2196,91552,1828,191939,2462,188725,2049,275356,2482,402835,3199,299651,2900,326724,3396,121202,2063,111483,1511,61492,226,80444,309,27,2015
1,Mississippi,0400000US28,1098803,3985,122106,2278,84096,1929,150975,2653,129660,2225,156651,2743,186172,2496,113364,2497,100648,2141,29934,1159,25197,1004,40528,258,56358,375,28,2016
2,Missouri,0400000US29,2372362,6141,178563,2534,133190,2100,267942,2772,265672,3023,348668,3174,444880,4365,283744,3314,273991,3153,92577,1830,83135,1575,49593,259,67210,296,29,2016
3,Montana,0400000US30,412653,1666,29264,960,24715,943,48917,1398,47511,1442,61319,1480,78204,1278,48622,1151,46957,1303,13603,738,13541,678,48380,532,65401,759,30,2016
4,Nebraska,0400000US31,741581,2349,43275,1180,36213,974,75735,1435,77652,1696,106723,1543,146688,2018,96780,1588,99923,1670,31282,811,27310,822,54384,314,71166,427,31,2016
5,Nevada,0400000US32,1030701,3828,66328,1862,46697,1217,106633,2032,112848,2140,151865,2308,202336,2885,130981,2453,130724,1962,43701,1333,38588,1106,53094,378,70855,413,32,2016
6,New Hampshire,0400000US33,521373,2113,21042,988,19590,810,41658,1323,43108,1281,62993,1655,95343,2019,74611,1715,90138,1622,38515,1113,34375,1064,68485,579,87900,672,33,2016
7,New Jersey,0400000US34,3195014,6205,174835,2379,119850,2229,254536,3211,241137,3331,329401,3972,500967,5399,394405,4245,549595,4734,286629,3688,343659,3705,73702,377,101634,438,34,2016
8,New Mexico,0400000US35,762551,2748,73898,1904,49598,1529,95633,1866,83931,2175,106317,1949,130192,2352,86104,1797,83894,1660,29082,1075,23902,1031,45674,350,63057,487,35,2016
9,New York,0400000US36,7266187,12415,556825,4954,373344,5179,691781,5763,632230,5481,832804,5516,1177356,5915,865492,5418,1062251,7720,489214,5345,584890,5782,60741,209,89397,369,36,2016
10,North Carolina,0400000US37,3815392,9701,294399,3698,232150,3814,440660,4124,435831,4257,561228,4519,687589,5863,442371,4263,422252,4551,149685,2610,149227,2202,48256,229,67367,267,37,2016
11,North Dakota,0400000US38,305163,1843,18488,839,13946,743,26735,1001,29627,1167,41423,1244,56626,1349,42372,1234,45763,1123,15324,730,14859,643,59114,853,78828,818,38,2016
12,Ohio,0400000US39,4601449,10577,362790,4425,249837,3068,514951,4462,491257,4420,651906,4647,852013,5004,559520,5012,560928,5261,189677,2811,168570,2668,50674,157,68341,226,39,2016
13,Oklahoma,0400000US40,1461500,3382,113663,1733,86545,1339,171639,2148,166451,2166,215266,2319,275023,2559,170992,2150,161209,2284,52222,1306,48490,1141,48038,247,65458,349,40,2016
14,Oregon,0400000US41,1545745,4059,106828,1880,78916,1825,163854,3157,161963,2755,214827,2927,286877,4032,195969,2669,201321,2833,68882,1495,66308,1444,53270,327,72013,379,41,2016
15,Pennsylvania,0400000US42,4961929,11212,334227,3478,252508,2906,519697,3899,495689,4273,664171,4605,907408,6274,622834,4741,672053,4651,249749,3148,243593,2599,54895,185,75235,212,42,2016
16,Rhode Island,0400000US44,410240,1914,31633,1066,22718,944,39047,1255,36905,1387,49712,1603,68424,1605,52414,1404,61508,1284,25358,882,22521,902,58387,712,79024,835,44,2016
17,South Carolina,0400000US45,1839041,4955,156655,2402,113279,2144,219036,3408,210027,2715,269720,3583,333800,3516,211341,3438,201170,2870,65792,1763,58221,1570,46898,307,64115,319,45,2016
18,South Dakota,0400000US46,333536,1661,20631,844,17474,686,33827,939,36909,1073,50980,1432,65824,1513,45953,1097,39052,1109,11317,709,11569,547,52078,508,68419,713,46,2016
19,Tennessee,0400000US47,2522204,6684,208317,2724,153299,2939,309628,3550,291578,3741,371575,3828,461414,4698,283806,3557,263756,3773,90578,2104,88253,1897,46574,206,65368,304,47,2016
20,Texas,0400000US48,9289554,15575,644199,5424,457750,4848,960423,7354,942404,6269,1250489,7987,1657272,10784,1102563,7910,1247129,9114,496104,4646,531221,5093,54727,165,77585,234,48,2016
21,Vermont,0400000US50,257107,1081,14135,740,14475,745,26000,869,25442,915,34485,971,49460,1187,35877,885,35124,998,11808,534,10301,508,56104,793,73016,771,50,2016
22,Utah,0400000US49,918367,2610,42815,1345,32629,1154,74511,1950,81712,2080,123987,2352,192479,2723,138605,2180,141162,2174,48220,1237,42247,1203,62518,349,79414,470,49,2016
23,Virginia,0400000US51,3090178,7622,175989,2935,123543,2024,250577,2983,256795,3210,370726,3472,534344,4632,394504,4418,491975,4189,228637,2887,263088,3329,66149,285,90881,330,51,2016
24,Washington,0400000US53,2696606,6024,159844,2786,107677,2309,227113,3322,234455,3303,342648,3870,496567,4168,361540,3994,421056,4587,175400,2463,170306,2587,62848,343,84022,376,53,2016
25,West Virginia,0400000US54,739397,2753,71666,1740,49119,1464,101863,2149,87336,1702,110062,2071,131049,2156,80105,1871,71080,2081,20380,916,16737,875,42644,410,57779,477,54,2016
26,Wisconsin,0400000US55,2310246,4656,130546,1933,116179,2241,240025,2750,239945,2911,327676,3241,450855,3188,315177,3030,311373,2666,95981,1635,82489,1435,54610,201,71459,234,55,2016
27,Wyoming,0400000US56,226985,1680,11209,640,10336,744,22047,901,22140,877,30946,1276,42533,1407,32162,1160,36451,1216,11330,745,7831,539,59143,896,74667,861,56,2016
28,Puerto Rico,0400000US72,1237180,3604,355712,3762,145159,2183,226537,2988,151348,2372,143680,2510,118069,2363,45651,1354,31840,1074,10315,713,8869,599,19606,168,30962,237,72,2016
29,Alabama,0400000US01,1851061,5444,179345,2820,126347,2394,232886,2800,207646,2620,259141,2965,322474,3625,204249,2881,198428,3089,66462,1583,54083,1438,44758,314,62061,341,01,2016
30,Alaska,0400000US02,250235,1399,9216,576,8418,515,17694,735,17606,761,28444,1153,44769,1237,36934,1413,48139,1099,22037,982,16978,800,74444,809,92191,1095,02,2016
31,Arizona,0400000US04,2448919,7179,183573,2815,125264,2844,262188,3489,264024,3354,356455,3949,453655,4862,294491,4095,299740,3707,107864,1966,101665,1790,51340,231,70432,328,04,2016
32,Arkansas,0400000US05,1141480,3883,101637,2052,82519,2003,154017,1967,139505,2238,173600,2771,204650,2796,115768,2175,107782,2330,31835,1020,30167,1255,42336,234,58850,403,05,2016
33,California,0400000US06,12807387,18852,728895,6027,629347,5042,1165049,6714,1111844,5717,1507937,7780,2115762,10548,1552490,9308,1950658,12093,935208,7199,1110197,7999,63783,188,91149,244,06,2016
34,Colorado,0400000US08,2051616,4112,114990,2492,80302,1988,176054,2854,185492,2842,265256,2856,374154,3541,276255,3029,316411,3025,133864,2129,128838,2115,62520,287,84384,368,08,2016
35,Delaware,0400000US10,348051,1568,20271,829,12613,813,30666,1186,32998,1211,46446,1463,65226,1530,47615,1317,52337,1485,21249,1047,18630,822,61017,723,80432,872,10,2016
36,District of Columbia,0400000US11,276546,1294,28179,1034,12205,768,19753,988,18630,827,25056,997,36970,1354,29158,1037,43167,1143,24110,924,39318,1007,72935,1164,110614,1449,11,2016
37,Connecticut,0400000US09,1354713,3509,75787,1961,50565,1584,109384,2359,102404,2045,146947,2382,217945,3024,172153,2869,229491,2747,111209,2424,138828,2126,71755,473,102616,639,09,2016
38,Florida,0400000US12,7393262,22885,556637,4436,398394,5017,869520,6575,838036,5768,1102789,7466,1350797,10105,832126,7353,825836,8024,297029,4157,322098,3827,48900,200,69936,244,12,2016
39,Georgia,0400000US13,3611706,10039,298701,4152,198287,3283,394762,4329,375151,4598,502680,4418,650318,5743,420635,5005,436069,4432,167373,2782,167730,2644,51037,182,71420,306,13,2016
40,Idaho,0400000US16,596107,2347,41835,1493,31467,1231,67092,1578,69725,1569,92532,1975,119448,2404,71986,1920,65171,1877,19555,1108,17296,977,49174,425,64513,624,16,2016
41,Hawaii,0400000US15,452030,1944,25329,976,15336,751,31791,1122,31922,1077,49405,1476,81190,1668,64035,1222,83962,1556,35851,1175,33209,1003,71977,663,91169,764,15,2016
42,Illinois,0400000US17,4802124,9992,341280,3827,212171,2601,463092,4265,439726,3484,605086,5355,842052,5815,612265,5087,698513,5772,289346,3107,298593,3088,59196,236,81865,270,17,2016
43,Indiana,0400000US18,2513828,7023,176307,3086,128274,2710,280837,3019,280082,3092,380252,3712,487808,4167,316401,4173,297495,3224,89979,1966,76393,1729,50433,195,66480,309,18,2016
44,Iowa,0400000US19,1242641,3378,75624,1591,60809,1391,126359,2035,129439,1981,175853,2114,246562,2723,172210,2333,162741,2403,49988,1369,43056,1132,54570,300,70708,358,19,2016
45,Kansas,0400000US20,1115858,3981,70550,1598,54383,1667,114243,2206,118897,2128,161627,2339,215939,2604,141242,2322,146547,2330,47916,1183,44514,980,53571,305,71975,410,20,2016
46,Kentucky,0400000US21,1718217,4613,166777,2385,114927,2009,213032,3331,193144,2700,247912,2952,306210,3534,190731,2806,182499,2883,53630,1282,49355,1285,44811,312,61757,355,21,2016
47,Louisiana,0400000US22,1731398,5025,175389,3061,116057,2372,217899,3117,185170,2846,230953,3450,282332,4114,187431,2961,201502,3256,71073,1863,63592,1870,45652,316,65229,401,22,2016
48,Maine,0400000US23,551109,1988,37232,1176,32820,1134,62078,1531,61661,1543,77270,1641,105751,1693,70080,1583,66039,1754,19981,832,18197,850,50826,425,67011,560,23,2016
49,Maryland,0400000US24,2177492,5012,110563,2338,69385,1688,144048,2442,154876,2625,228318,3091,368333,3760,288676,3553,401068,3636,200287,2921,211938,2406,76067,423,100071,394,24,2016
50,Massachusetts,0400000US25,2558889,5087,153029,2392,126832,2204,210539,3249,190128,2901,261040,3491,396468,4073,318777,3887,439085,4430,216817,3070,246174,3224,70954,343,97295,437,25,2016
51,Michigan,0400000US26,3860394,7938,299722,3254,204099,2447,428734,3137,414604,3533,552450,4834,714153,4774,463821,4659,471265,3575,164910,2282,146636,1868,50803,162,68928,210,26,2016
52,Minnesota,0400000US27,2135310,5896,108626,1843,89868,1752,186482,2241,185622,2376,272708,3210,399118,2938,300116,3215,339395,3368,130602,2159,122773,1768,63217,225,83100,268,27,2016
1,Mississippi,0400000US28,1103514,4104,118221,2673,80732,1975,145888,2585,127025,2416,155939,2779,188569,2872,119688,2196,107425,2379,33082,1112,26945,1156,42009,278,58371,448,28,2017
2,Missouri,0400000US29,2386203,6827,168116,2505,124849,2159,259484,3355,257831,3035,347654,3681,449052,3945,291301,3241,292910,3568,101637,2192,93369,1991,51542,215,70144,356,29,2017
3,Montana,0400000US30,419975,2155,28634,981,23152,973,47217,1328,46931,1335,60778,1458,80446,1894,50409,1372,50868,1376,15964,777,15576,811,50801,479,68622,702,30,2017
4,Nebraska,0400000US31,748405,2213,42501,1185,33109,1039,71905,1407,74818,1515,105649,1823,148422,1960,100345,1860,105721,1651,34944,994,30991,820,56675,392,74309,404,31,2017
5,Nevada,0400000US32,1052249,3833,65626,1707,45256,1364,102653,2053,109864,1992,151562,2486,206041,2789,136694,2291,141682,2157,49339,1321,43532,1115,55434,349,73862,477,32,2017
6,New Hampshire,0400000US33,526710,2332,20769,815,18322,872,40350,1222,42221,1291,60684,1556,94712,1744,74488,1733,94617,1953,41924,1271,38623,1097,71305,733,91605,735,33,2017
7,New Jersey,0400000US34,3199111,7594,170840,2562,113188,2423,247138,3206,232026,3370,322263,4071,490325,5352,390092,3651,556938,4768,296256,3615,380045,4047,76475,425,105917,454,34,2017
8,New Mexico,0400000US35,770435,3318,72940,1712,47650,1456,95297,2393,83285,2238,107514,2473,133166,2436,86095,2079,87469,2148,30974,1216,26045,871,46718,408,64625,527,35,2017
9,New York,0400000US36,7302710,13551,516085,4432,387751,3994,667926,6510,617795,5172,822474,6050,1160508,6760,865640,5495,1092340,7065,524362,4997,647829,5975,62765,225,93443,375,36,2017
10,North Carolina,0400000US37,3874346,8789,281012,3276,223101,3231,431357,4414,426719,3888,562870,5117,702268,6085,456493,4896,453529,5060,168630,2559,168367,2571,50320,204,70523,287,37,2017
11,North Dakota,0400000US38,311525,1685,18381,837,13583,725,27190,1093,28707,1257,40668,1646,56924,1708,43906,1213,49043,1506,16797,807,16326,820,61285,669,81334,943,38,2017
