,NAME,GEO_ID,est_households,est_households_me,under_10k,under_10k_me,bw_10_15k,bw_10_15k_me,bw_15_25k,bw_15_25k_me,bw_25_35k,bw_25_35k_me,bw_35_50k,bw_35_50k_me,bw_50_75k,bw_50_75k_me,bw_75_100k,bw_75_100k_me,bw_100_150k,bw_100_150k_me,bw_150_200k,bw_150_200k_me,over_200k,over_200k_me,median_hh_income,median_hh_income_me,mean_hh_income,mean_hh_income_me,state,year
12,Ohio,0400000US39,4633145,10307,348397,3423,236867,2733,497249,4766,481907,4274,647186,4335,857722,4606,571891,4835,596926,5361,208374,2799,186626,2613,52407,153,71119,216,39,2017
13,Oklahoma,0400000US40,1468971,2956,109284,2051,83504,1415,167024,2026,163230,2037,214204,2288,275862,2432,175001,2028,170741,2053,57007,1283,53114,1284,49767,240,67682,336,40,2017
14,Oregon,0400000US41,1571631,4213,102064,2320,74815,1782,156932,2625,157131,2989,212471,3098,291503,3453,202965,3102,216858,2885,78994,1709,77898,1491,56119,370,75851,391,41,2017
15,Pennsylvania,0400000US42,5007442,10133,335813,3980,240293,2411,502208,4569,483144,3888,653515,4360,908240,5396,635089,5090,703311,6303,272891,3186,272938,2858,56951,205,78192,275,42,2017
16,Rhode Island,0400000US44,412028,1756,30050,1173,21983,977,38490,1273,35651,1259,47817,1388,67672,1601,53331,1538,64832,1815,27434,1035,24768,831,61043,763,82407,840,44,2017
17,South Carolina,0400000US45,1871307,5896,153170,2740,108638,2716,214556,3242,210196,3202,268161,3365,342557,3873,220018,3662,214939,3337,72559,2048,66513,1631,48781,288,66759,334,45,2017
18,South Dakota,0400000US46,339458,1687,20339,969,17162,803,33202,1089,36611,1083,49512,1278,66721,1391,47720,1372,42518,1135,12689,609,12984,751,54126,531,71085,778,46,2017
19,Tennessee,0400000US47,2547194,6362,200034,3349,146404,2557,300527,3958,282836,3533,370757,3513,470796,3829,292764,3630,284088,3679,99880,2268,99108,2095,48708,242,68386,354,47,2017
20,Texas,0400000US48,9430419,18380,627321,5045,435491,5041,929018,6052,921649,7590,1242931,8719,1686524,9708,1132060,8750,1321579,10338,541375,5030,592471,5259,57051,183,80879,225,48,2017
21,Vermont,0400000US50,258535,1156,13477,711,14002,731,25810,891,24931,887,33798,950,49311,1068,36006,1075,37035,990,12517,603,11648,540,57808,741,75621,870,50,2017
22,Utah,0400000US49,938365,2549,41568,1326,31462,1181,69801,1463,79338,2058,122029,1867,194204,2454,142832,2659,154368,2320,54469,1267,48294,1093,65325,407,83147,521,49,2017
23,Virginia,0400000US51,3105636,8001,169924,2840,118872,2066,240698,3344,246542,2871,361936,3573,531135,4074,398836,3775,509334,4554,241329,3590,287030,3555,68766,319,94229,390,51,2017
24,Washington,0400000US53,2755697,6338,155404,2473,102595,2348,217004,3038,228787,3408,335962,3821,497935,4799,372647,4152,450796,4893,194700,2708,199867,2391,66174,272,88563,377,53,2017
25,West Virginia,0400000US54,737671,2866,68709,1378,47396,1470,98901,1700,85131,1603,108061,2035,132714,2174,80683,1955,75153,1876,22810,894,18113,857,44061,439,59634,458,54,2017
26,Wisconsin,0400000US55,2328754,6459,122199,2533,112710,2272,232942,2525,233636,2571,323549,3671,450445,3276,320056,2900,332081,3036,109254,1892,91882,1525,56759,213,74372,272,55,2017
27,Wyoming,0400000US56,230237,1679,11498,747,9605,593,21785,946,21695,1055,30505,1264,43455,1280,32555,1073,38947,1307,11447,640,8745,631,60938,836,76731,1068,56,2017
28,Puerto Rico,0400000US72,1222606,3569,347977,3463,144795,2458,222712,3009,147383,2911,141196,2484,118590,2423,47101,1371,32889,1185,10184,843,9779,626,19775,176,31672,295,72,2017
29,Alabama,0400000US01,1856695,5529,170650,2519,121688,2472,228679,3495,202813,2903,257196,2974,326081,3679,206436,3071,210557,2825,71748,1877,60847,1490,46472,301,64476,368,01,2017
30,Alaska,0400000US02,252536,1271,9650,588,7838,528,16867,837,17297,902,27697,958,45034,1369,36745,1073,49677,1581,23596,942,18135,784,76114,979,94469,1169,02,2017
31,Arizona,0400000US04,2482311,6429,178384,2531,118676,2608,254978,2834,255311,3269,351779,3771,462612,4323,303811,3483,320165,3894,119778,2245,116817,1893,53510,259,73735,288,04,2017
32,Arkansas,0400000US05,1147291,4059,97226,2650,78535,2262,149645,2277,138169,2461,173380,2871,207454,3522,120034,2717,113532,2161,35900,1084,33416,1257,43813,401,61330,455,05,2017
33,California,0400000US06,12888128,18518,694945,5695,604666,4671,1105197,6489,1063551,6412,1465836,7386,2095531,9661,1568843,8228,2025327,10784,1008388,7237,1255844,8241,67169,192,96104,248,06,2017
34,Colorado,0400000US08,2082531,4593,111732,2303,76241,1637,165617,2644,178164,3119,261592,3288,377542,3707,281673,3483,337068,3271,146006,1749,146896,2072,65458,317,88388,360,08,2017
35,Delaware,0400000US10,352357,1633,21106,884,12725,751,28737,1014,32426,1218,45507,1376,64740,1410,48383,1317,53686,1401,23845,852,21202,933,63036,738,84146,1081,10,2017
36,District of Columbia,0400000US11,277985,1316,26654,1125,12425,836,19346,941,17893,842,22915,1118,36395,1364,29781,1039,44399,1412,25494,1012,42683,1161,77649,1075,116090,1504,11,2017
37,Connecticut,0400000US09,1361755,3669,73078,1931,48416,1354,104604,2344,99688,2306,148260,2304,216936,3019,171880,2627,232398,2909,116915,2048,149580,2312,73781,450,105998,595,09,2017
38,Florida,0400000US12,7510882,23856,543790,5187,379751,4814,838831,7040,824372,7605,1101573,7371,1379405,9114,870293,7102,878801,8058,332560,4279,361506,4786,50883,140,72993,242,12,2017
39,Georgia,0400000US13,3663104,8973,283919,3935,190862,2752,383175,4189,371069,4697,503211,5939,655374,5649,436464,5438,469337,5917,181700,2962,187993,3152,52977,282,74763,332,13,2017
40,Idaho,0400000US16,609124,2433,41430,1434,30262,1260,64685,1817,68175,1623,93091,1781,122368,2593,75052,1879,72298,2079,22493,929,19270,1096,50985,368,67338,735,16,2017
41,Hawaii,0400000US15,455502,2028,25053,1040,14853,823,29853,1196,31193,1253,48224,1583,78823,1599,64468,1568,85785,1732,39123,1172,38127,1125,74923,736,95569,807,15,2017
42,Illinois,0400000US17,4818452,9284,331315,3604,204278,2682,446453,4094,425803,4454,593198,4954,836760,5986,613614,5108,724960,5522,311141,3915,330930,3337,61229,190,85262,300,17,2017
43,Indiana,0400000US18,2537189,7046,170817,2460,123642,2195,271263,2784,272787,3198,373917,3266,492310,4593,325558,3582,318923,4021,101113,1866,86859,1903,52182,200,69197,324,18,2017
44,Iowa,0400000US19,1251587,3914,71544,1725,57984,1551,124425,2125,123477,2075,175714,2231,244762,2943,175018,2068,174081,2438,56730,1383,47852,1311,56570,303,73510,421,19,2017
45,Kansas,0400000US20,1121943,3987,68495,1631,51162,1317,109643,1905,117212,2324,159626,2606,215465,2661,144503,2446,153831,2383,52861,1254,49145,1172,55477,401,74633,405,20,2017
46,Kentucky,0400000US21,1724514,4759,160455,2926,109867,2080,206297,3227,188239,2417,247751,2936,306811,3288,195366,2821,193801,2801,60468,1423,55459,1373,46535,288,64436,355,21,2017
47,Louisiana,0400000US22,1737645,5467,173429,2456,112002,2530,215271,3681,183685,3110,228858,3387,283684,3241,187041,3108,208612,3310,76074,1825,68989,1935,46710,353,66861,432,22,2017
48,Maine,0400000US23,554061,2330,35307,1135,31702,1057,59803,1496,58555,1502,76212,1832,106376,1992,71571,1558,71174,1709,22928,762,20433,735,53024,513,70210,532,23,2017
49,Maryland,0400000US24,2181093,4999,106728,2270,65570,1877,137430,2261,149815,2525,223991,2806,359874,3929,286293,3647,407514,3812,211495,2789,232383,2697,78916,380,103845,430,24,2017
50,Massachusetts,0400000US25,2585715,5003,148170,2713,121507,2253,203309,2956,186707,2745,255677,3523,390219,4324,317494,3695,451683,4560,232217,3073,278732,2974,74167,380,101858,435,25,2017
51,Michigan,0400000US26,3888646,8344,284882,2860,193880,2464,411782,3992,403426,3955,549638,4178,720755,4842,474850,4005,500924,4415,183124,2532,165385,2050,52668,180,72091,232,26,2017
52,Minnesota,0400000US27,2153202,5375,101116,1917,87090,1837,179463,2366,180824,2315,267201,2490,397774,3489,301270,3213,357276,3275,143801,2213,137387,2059,65699,249,86796,325,27,2017
1,Mississippi,0400000US28,1105576,4591,113175,2676,76319,2000,142605,2635,126320,2671,155571,2657,186492,3060,123926,2248,114712,2264,36688,1366,29768,1211,43567,395,60640,489,28,2018
2,Missouri,0400000US29,2396271,6753,158836,2947,118404,2527,249721,3112,253361,3009,343949,3721,444753,3843,300226,3645,310792,3580,111519,2049,104710,1812,53560,221,73145,295,29,2018
3,Montana,0400000US30,423240,2033,27058,1121,22449,904,44803,1411,46937,1118,60900,1710,80851,1761,51580,1245,53523,1512,18200,797,16939,762,52559,587,70959,763,30,2018
4,Nebraska,0400000US31,754063,2749,40512,1308,31484,948,69071,1398,73534,1479,104262,1999,145890,1826,103433,1750,113583,1670,38623,1164,33671,925,59116,346,77278,402,31,2018
5,Nevada,0400000US32,1075930,3357,66099,1726,42870,1450,98678,2219,108508,2044,151728,2779,205861,2809,143651,2577,151648,2641,56228,1643,50659,1305,57598,408,77319,556,32,2018
6,New Hampshire,0400000US33,528078,2194,19962,998,17120,814,38761,1307,41607,1320,57524,1626,92251,2008,73982,1862,97431,1901,44900,1260,44540,1217,74057,714,95876,719,33,2018
7,New Jersey,0400000US34,3213362,6651,165332,2692,106777,2148,239248,3102,228906,3657,313308,3535,479792,4475,389646,3878,563372,4839,310244,4256,416737,4224,79363,386,110140,457,34,2018
8,New Mexico,0400000US35,775651,3254,71461,1746,46565,1463,92760,2195,84575,2040,105229,2173,134481,2395,87444,1992,91320,1976,32953,1282,28863,1051,48059,438,66565,499,35,2018
9,New York,0400000US36,7316537,13711,492408,5214,378399,3977,644450,5539,602146,5820,797884,5298,1140869,6787,868488,7268,1124622,7639,554471,5334,712800,7070,65323,270,97424,410,36,2018
10,North Carolina,0400000US37,3918597,8585,266502,3364,212515,3109,417530,3965,420310,4354,557478,5337,708108,5896,471985,4959,488380,4872,183853,2862,191936,2986,52413,224,73753,332,37,2018
11,North Dakota,0400000US38,314903,1937,18064,791,13227,836,25791,868,27910,997,39929,1128,57047,1479,45061,1345,51850,1240,18541,962,17483,765,63473,688,84043,1027,38,2018
12,Ohio,0400000US39,4654075,10201,333406,2949,226269,2626,476032,4350,470357,4307,639125,4972,853816,5567,586108,4860,633373,5012,226944,3233,208645,2938,54533,167,74109,268,39,2018
13,Oklahoma,0400000US40,1474620,3107,104686,1610,79794,1748,162277,2001,160741,2181,211710,2417,274820,2744,179466,2341,179436,2012,62455,1226,59235,1325,51424,213,70262,356,40,2018
14,Oregon,0400000US41,1591835,4000,95003,1960,70503,1883,148442,2562,154663,2706,207509,2920,292644,3519,209965,3113,231031,2896,90895,1935,91180,1887,59393,384,80040,446,41,2018
15,Pennsylvania,0400000US42,5025132,9263,315702,3705,227537,3220,483563,4199,475523,4075,636924,4484,900668,5249,646375,5171,739240,5990,296797,3212,302803,3261,59445,234,81549,260,42,2018
16,Rhode Island,0400000US44,410885,1911,27976,1239,21929,1022,36858,1229,34083,1442,46730,1345,67856,1558,51575,1814,67321,1601,29091,957,27466,957,63296,705,85527,855,44,2018
17,South Carolina,0400000US45,1894711,6012,145418,2716,104615,2400,206482,3380,208181,3051,265401,3340,348661,3879,229417,3461,228671,3206,81237,2012,76628,1807,51015,271,70093,382,45,2018
18,South Dakota,0400000US46,341565,2003,19651,803,16586,904,31159,1120,36303,1233,47705,1219,66683,1675,49022,1202,46763,1207,14305,654,13388,593,56499,508,73768,774,46,2018
19,Tennessee,0400000US47,2567061,6524,190342,3283,141456,2773,286396,3870,277204,3781,366130,3781,472557,3972,305237,3910,307251,3707,109904,2236,110584,1909,50972,250,71458,338,47,2018
20,Texas,0400000US48,9553046,18343,609111,5459,415778,4616,885863,6983,916820,7751,1224162,7050,1695206,9396,1168213,8635,1392056,10333,588275,5697,657562,5833,59570,209,84221,238,48,2018
21,Vermont,0400000US50,259589,1229,12826,748,13380,614,24663,961,24409,944,33007,1017,48928,1095,36469,1087,39662,1010,13362,614,12883,614,60076,656,78472,849,50,2018
22,Utah,0400000US49,957619,2261,40085,1512,29541,1082,65133,1773,77327,1452,121634,1879,193693,2429,145363,2495,168909,2415,61120,1255,54814,1268,68374,437,87053,521,49,2018
23,Virginia,0400000US51,3128415,7210,165334,2499,114411,2108,231477,3296,241282,2999,353295,4233,523312,3840,404293,3682,524949,4810,255538,2843,314524,3294,71564,326,98000,398,51,2018
24,Washington,0400000US53,2800423,5474,144695,2968,95789,2096,203558,2856,219147,3140,330616,3637,496395,4229,381845,3884,478216,3869,215941,2748,234221,2752,70116,308,93847,381,53,2018
25,West Virginia,0400000US54,734676,2910,65896,1819,45760,1451,97188,2103,85510,1996,105770,1965,131734,2290,80561,1779,78775,1757,23866,1083,19616,862,44921,470,61225,536,54,2018
26,Wisconsin,0400000US55,2343129,6471,115992,2100,106603,1874,221665,2900,228062,2673,319732,2816,447485,4040,326010,2945,352887,3439,121032,1805,103661,1439,59209,236,77687,267,55,2018
27,Wyoming,0400000US56,230630,1390,11430,761,9144,678,21400,1034,21356,953,30195,1138,42296,1217,33077,1186,39494,1112,12723,710,9515,754,62268,932,79257,1216,56,2018
28,Puerto Rico,0400000US72,1205075,4286,333145,3362,143400,2821,219337,2868,146927,2681,141322,2433,120479,2447,46497,1516,33347,1160,10094,784,10527,724,20166,190,32190,281,72,2018
29,Alabama,0400000US01,1860269,6522,163312,2676,117629,2606,222824,3229,198652,3205,250209,3017,324321,4028,213319,3268,222047,3391,78452,2187,69504,1615,48486,364,67243,404,01,2018
30,Alaska,0400000US02,253462,1351,10230,612,7609,558,16529,713,17727,801,26561,921,45311,1437,36073,1169,49596,1240,23692,891,20134,917,76715,894,96499,1216,02,2018
31,Arizona,0400000US04,2524300,6840,170434,2907,111075,2320,244220,3157,250765,3633,349631,4003,472904,4778,315900,3575,342507,3531,133172,2252,133692,2275,56213,275,77221,365,04,2018
32,Arkansas,0400000US05,1152175,4053,93423,2190,74534,1930,144193,2578,135231,2366,173187,2689,206581,2925,124254,2430,123154,2344,39928,1337,37690,1296,45726,350,64272,495,05,2018
33,California,0400000US06,12965435,19785,656515,5476,573531,5614,1035971,7020,1023222,5676,1415573,7725,2065373,9927,1589511,8426,2102239,10519,1082448,9078,1421052,9258,71228,217,101493,261,06,2018
34,Colorado,0400000US08,2113387,4542,107807,2019,73311,1785,154785,2433,171712,2840,256378,3127,376682,3861,288416,3617,358101,4080,159913,2247,166282,2383,68811,364,92520,416,08,2018
35,Delaware,0400000US10,357765,1676,19901,1004,12769,715,27906,930,32208,1279,43958,1348,64668,1565,50512,1454,56761,1414,25568,1029,23514,950,65627,768,86962,1035,10,2018
36,District of Columbia,0400000US11,281322,1459,25944,1070,12630,726,17757,975,17881,1041,22066,1150,34887,1371,30248,1077,45761,1351,26806,1050,47342,1165,82604,1081,121698,1596,11,2018
37,Connecticut,0400000US09,1367374,3671,70710,1760,48894,1571,100769,1975,97565,2178,145513,2840,212056,3352,170246,2811,235539,3226,123672,1983,162410,2323,76106,552,109693,660,09,2018
38,Florida,0400000US12,7621760,23468,520876,5685,360160,4358,800015,5990,813777,6740,1091976,8185,1401435,9637,907315,8829,948979,8611,368189,5292,409038,5026,53267,181,76652,282,12,2018
39,Georgia,0400000US13,3709488,9402,269435,4048,178646,3450,367346,4620,366826,4372,496060,4234,659327,5892,453876,5152,500979,5292,201822,2707,215171,3304,55679,243,78574,322,13,2018
40,Idaho,0400000US16,618331,2254,38492,1420,29568,1186,63500,1870,66256,1868,91959,1997,124971,2120,76641,1850,79368,1873,25253,1317,22323,1041,53089,400,70620,755,16,2018
41,Hawaii,0400000US15,456782,2081,24195,1009,13813,656,28398,1179,30277,1094,46589,1365,75914,1440,64472,1502,88306,1469,42240,1157,42578,1117,78084,607,99765,733,15,2018
42,Illinois,0400000US17,4830038,9750,314802,3060,194284,3185,431405,4645,415960,3794,577213,4860,828597,5875,613917,5303,751099,5658,335066,4287,367695,3357,63575,187,88857,298,17,2018
43,Indiana,0400000US18,2553818,7375,161937,2778,117149,2101,262226,3429,268144,2647,366345,4032,492893,4714,335317,3800,339806,3684,113344,2615,96657,1973,54325,230,71912,290,18,2018
44,Iowa,0400000US19,1256855,4146,68502,1519,55656,1478,119673,2035,121157,1967,171819,2331,242888,2678,178095,2513,184270,2904,61585,1556,53210,1348,58580,313,75951,422,19,2018
45,Kansas,0400000US20,1124549,4096,65369,1423,49481,1223,105405,1951,114342,2205,157498,2729,212681,3027,147236,1887,159129,2499,58781,1286,54627,1544,57422,337,77509,465,20,2018
46,Kentucky,0400000US21,1728681,5065,152774,2415,105004,2162,198366,3576,187991,2959,243417,2848,306863,3435,199666,2866,205995,3108,67534,1692,61071,1342,48392,291,67110,362,21,2018
47,Louisiana,0400000US22,1736021,5617,167068,3036,108333,2155,211722,3290,185128,2738,224267,3667,281253,3250,188543,3353,213279,3245,81945,2100,74483,1944,47942,363,68823,456,22,2018
48,Maine,0400000US23,556955,2215,33789,1144,30791,1067,57009,1466,55565,1505,74724,1716,105575,1712,74153,1821,76835,1717,25562,929,22952,956,55425,588,73210,650,23,2018
49,Maryland,0400000US24,2192518,5412,103376,2233,63381,1868,132144,2509,145527,2486,218988,3112,350164,3831,286460,3080,413292,3872,222637,3109,256549,3417,81868,431,107482,472,24,2018
50,Massachusetts,0400000US25,2601914,4637,141665,2941,117095,2460,196006,2842,183088,2798,249407,3148,382288,3525,311620,3080,461850,3911,247215,3202,311680,3245,77378,425,106627,460,25,2018
51,Michigan,0400000US26,3909509,9207,270974,2738,182415,2828,394491,3334,395924,3911,540900,4310,719122,4560,485187,3790,531579,4940,201893,2293,187024,2159,54938,166,75352,257,26,2018
52,Minnesota,0400000US27,2167801,5845,95813,1904,84069,1630,168727,2349,177427,2382,263176,2626,390319,3007,303935,2635,373387,3488,156891,1824,154057,1882,68411,276,90600,356,27,2018
1,Alabama,0400000US01,1867893,5799,157643,2598,110545,2710,215000,3006,194857,3329,247453,3525,326185,3771,219020,3839,234186,3082,86926,1819,76078,1899,50536,304,69842,402,01,2019
2,Alaska,0400000US02,253346,1463,10346,660,7294,510,16387,757,17478,766,26317,1021,44650,1248,35417,1009,49268,1342,24280,954,21909,738,77640,1015,98606,1172,02,2019
3,Arizona,0400000US04,2571268,6669,164533,2989,101661,2404,235839,3280,244767,2932,347770,4009,477160,4574,331692,4231,367922,4152,148192,2328,151732,2578,58945,266,80779,362,04,2019
4,Arkansas,0400000US05,1158071,4555,90121,2277,69997,1775,141983,2430,134206,2416,167981,2828,209277,3175,129299,2450,130712,2037,43266,1101,41229,1366,47597,328,66557,495,05,2019
5,California,0400000US06,13044266,20333,628526,6274,534197,5466,975904,6716,979245,7399,1363211,8162,2022818,9802,1620466,8232,2169021,10831,1164827,8926,1586051,10523,75235,232,106916,312,06,2019
6,Colorado,0400000US08,2148994,5236,102212,1888,69727,1777,150328,2815,162401,2350,249483,3143,374568,3665,297180,3356,378027,3841,176634,2468,188434,2387,72331,370,96970,440,08,2019
7,Delaware,0400000US10,363322,1674,19136,882,12812,868,27326,1315,31096,1182,43189,1364,64449,1664,52342,1431,60040,1506,27359,952,25573,1050,68287,696,90092,1071,10,2019
8,District of Columbia,0400000US11,284386,1503,24456,1331,12304,797,17165,1045,16841,967,21906,1074,34694,1270,30240,1300,46707,1292,28096,1089,51977,1186,86420,1008,127890,1684,11,2019
9,Connecticut,0400000US09,1370746,3770,68150,1957,48364,1456,97642,2001,94986,2088,142326,2498,207476,3269,171667,2567,237273,3238,129559,2398,173303,2441,78444,553,113031,667,09,2019
10,Florida,0400000US12,7736311,23882,501668,5242,336220,4176,769463,6518,793382,6649,1078566,8452,1417046,10040,956629,8385,1014336,10415,406699,5345,462302,6042,55660,220,80286,304,12,2019
11,Georgia,0400000US13,3758798,9973,256027,3162,167485,3076,355202,3843,359738,4852,484974,4937,665614,5540,473216,5576,533398,5976,219647,4022,243497,3220,58700,294,82406,409,13,2019
12,Idaho,0400000US16,630008,2522,35930,1512,27455,1285,61671,1811,64645,1816,90087,2350,127570,2436,81513,2035,86836,2233,28976,1245,25325,1075,55785,539,73810,686,16,2019
13,Hawaii,0400000US15,459424,2081,23833,930,12787,780,27058,965,29602,1252,45162,1203,73589,1816,64715,1423,89537,1863,45592,1501,47549,1106,81275,780,103780,806,15,2019
14,Illinois,0400000US17,4846134,10459,302966,3949,185043,2873,417135,4140,405504,4802,563757,5001,809343,5099,622330,4983,778079,6342,360394,3979,401583,4359,65886,283,92395,345,17,2019
15,Indiana,0400000US18,2570419,7538,156214,2809,110585,2298,252807,3436,263389,3483,358165,3935,490300,4583,343893,4002,359664,3661,126397,2256,109005,1958,56303,271,75025,315,18,2019
16,Iowa,0400000US19,1265473,4009,66420,1607,52441,1576,115414,2002,119165,2021,168905,2353,243004,2363,181100,2543,194116,2570,66951,1635,57957,1409,60523,321,78411,375,19,2019
17,Kansas,0400000US20,1129227,4275,62968,1739,46693,1435,101647,2037,109690,1978,155154,2229,211969,2765,150834,2259,166849,2127,64078,1288,59345,1364,59597,337,80009,501,20,2019
18,Kentucky,0400000US21,1734618,4886,144526,2548,100269,2255,192435,3040,182210,2795,238882,3600,307662,3464,209367,2868,216856,2983,74722,1859,67689,1505,50589,294,70144,415,21,2019
19,Louisiana,0400000US22,1739497,5804,166483,2968,103200,2695,209534,3578,181035,2554,216578,3372,280270,4281,194770,3559,219229,3933,87590,2414,80808,2318,49469,392,71001,503,22,2019
20,Maine,0400000US23,559921,2546,31711,1036,28699,1102,55732,1519,53690,1575,73959,1579,103912,1821,77015,1641,80955,1571,28469,907,25779,1036,57918,496,76227,706,23,2019
21,Maryland,0400000US24,2205204,5389,102029,2134,60227,1571,128596,2233,141631,2583,211242,3217,338443,4079,291868,3568,419036,4089,232469,2847,279663,3364,84805,465,111417,516,24,2019
22,Massachusetts,0400000US25,2617497,4909,136512,2110,110420,2630,187642,2800,175126,2900,242760,3570,371113,3489,315954,4062,466142,5089,266881,2878,344947,3416,81215,429,111498,462,25,2019
23,Michigan,0400000US26,3935041,8563,260286,3611,172478,2426,379660,3428,386973,3689,531149,4962,718888,4931,501245,4424,556921,5211,220864,2502,206577,2560,57144,216,78400,269,26,2019
24,Minnesota,0400000US27,2185603,5103,92223,1738,79830,1706,161787,2404,168949,2602,258205,2838,383640,3329,310757,3069,388899,3375,171252,2350,170061,2014,71306,262,93925,337,27,2019
25,Mississippi,0400000US28,1104394,4685,108432,2693,73890,2054,140374,2984,122584,2686,153699,2964,185901,3308,127242,2859,119248,2546,40279,1517,32745,1149,45081,385,62835,554,28,2019
26,Missouri,0400000US29,2414521,5679,150701,2668,112047,2084,244869,3401,246157,3153,338761,4193,446432,4632,307416,3409,329274,3984,122841,2183,116023,2004,55461,294,76060,326,29,2019
27,Montana,0400000US30,427871,1682,25711,837,21685,895,43448,1313,44874,1351,59810,1523,81262,1588,54903,1547,57510,1517,20636,895,18032,852,54970,606,74190,849,30,2019
28,Nebraska,0400000US31,759176,2333,39144,1103,30047,970,66958,1565,70608,1573,102992,1919,143707,2198,107505,1590,117623,1786,43022,1023,37570,1070,61439,416,80208,527,31,2019
29,Nevada,0400000US32,1098602,3380,65910,1884,40762,1344,96342,2512,103304,2127,150789,2630,205811,3175,150094,2898,163309,2546,63444,1584,58837,1636,60365,409,81496,533,32,2019
30,New Hampshire,0400000US33,532037,2311,20057,1139,15842,889,37456,1300,40061,1212,56076,1467,90666,1731,74918,1723,99386,1698,48523,1355,49052,1355,76768,728,99165,854,33,2019
31,New Jersey,0400000US34,3231874,7167,159611,2738,102172,2192,229390,3558,221628,3270,302856,3892,471870,4415,392216,4165,571098,4952,327756,4493,453277,4315,82545,400,114691,488,34,2019
32,New Mexico,0400000US35,780249,3071,67214,2013,43808,1415,92489,1963,84129,2316,104113,2088,136030,2431,89860,2125,95426,1903,35515,1295,31665,1116,49754,430,69077,571,35,2019
33,New York,0400000US36,7343234,14943,482798,4733,353153,3708,621117,5869,579746,5299,776122,6456,1116475,7619,879510,7486,1150383,7787,595454,6042,788476,7453,68486,313,101945,396,36,2019
34,North Carolina,0400000US37,3965482,10327,254358,3365,199334,3234,406800,4610,408731,4330,551294,5536,713634,5253,492974,5463,520189,4801,203651,3048,214517,3118,54602,231,76940,352,37,2019
35,North Dakota,0400000US38,318322,1899,18029,952,12816,705,25736,853,27432,1030,38648,1318,56942,1851,45640,1562,54415,1465,20038,969,18626,885,64894,813,85476,996,38,2019
36,Ohio,0400000US39,4676358,10659,317484,3320,213701,2861,461830,4096,460557,3689,625909,4178,854626,6026,606166,4888,658152,5952,248669,3203,229264,3345,56602,213,76958,278,39,2019
37,Oklahoma,0400000US40,1480061,2803,101679,1779,76040,1374,158056,2224,156668,2381,209379,2683,274331,2470,184335,2196,188005,2341,67706,1324,63862,1221,52919,225,72695,411,40,2019
38,Oregon,0400000US41,1611982,3890,90670,2138,65020,1871,140092,2786,148607,2359,202579,3029,292401,3119,216747,2635,247272,3377,104311,1823,104283,2025,62818,304,84258,457,41,2019
39,Pennsylvania,0400000US42,5053106,9552,305824,3874,216116,2429,467481,3985,464548,4685,622352,4979,889087,6292,662467,5075,766926,6133,323095,3546,335210,3651,61744,189,84849,277,42,2019
40,Rhode Island,0400000US44,410489,1970,25674,1338,20806,1210,35083,1307,32654,1326,44805,1279,66302,1616,54585,1494,69563,1894,31909,1255,29108,1081,67167,958,89093,1025,44,2019
41,South Carolina,0400000US45,1921862,5983,143083,2821,97388,2209,200050,2949,201786,3554,264456,3434,349815,3540,239986,3564,244616,3715,91944,2128,88738,2160,53199,276,73520,358,45,2019
42,South Dakota,0400000US46,344397,1938,18584,869,15460,750,30895,1055,35251,1107,46847,1326,66735,1599,50311,1400,49653,1061,16078,784,14583,539,58275,643,76240,647,46,2019
43,Tennessee,0400000US47,2597292,6331,179239,2883,134319,2375,275196,3715,270553,3791,363812,3973,475906,4848,321199,3931,331257,4117,121558,2332,124253,2524,53320,260,74750,344,47,2019
44,Texas,0400000US48,9691647,18858,593067,6163,388668,4911,861484,6091,897023,7155,1213519,8438,1706490,8384,1212675,8492,1454569,11117,645429,6967,718723,6426,61874,208,87260,270,48,2019
45,Vermont,0400000US50,260029,1329,12556,813,13033,714,23752,913,23658,790,31766,924,48498,1140,36356,932,41524,1048,14643,644,14243,713,61973,662,81233,930,50,2019
46,Utah,0400000US49,977313,2381,37711,1340,28425,1053,62158,1926,75150,1829,118485,2220,190249,2901,151716,2763,180474,2530,70314,1516,62631,1440,71621,447,91292,587,49,2019
47,Virginia,0400000US51,3151045,7497,159169,2517,107624,2540,225606,2998,233982,3285,346419,4120,516660,4466,410998,3947,534303,4816,272829,3087,343455,4146,74222,341,101746,414,51,2019
48,Washington,0400000US53,2848396,5857,136214,2683,91269,2276,196496,3159,208347,3174,322372,3984,490349,4560,390278,4212,503497,4645,238716,3410,270858,3807,73775,298,98983,414,53,2019
49,West Virginia,0400000US54,732585,2601,63493,1631,44243,1484,92670,2430,82313,1874,105043,2093,129855,2167,83303,1906,83222,1713,26362,1003,22081,1003,46711,492,63680,523,54,2019
50,Wisconsin,0400000US55,2358156,7031,110159,2121,102178,1959,211327,2854,220570,2773,312920,3405,444290,3648,334145,3279,372233,3677,135047,1884,115287,1964,61747,204,80674,317,55,2019
51,Wyoming,0400000US56,230101,1458,11381,795,9004,735,19632,891,20607,939,29041,1104,41926,1493,34543,1181,39675,1079,13674,782,10618,717,64049,707,81880,1148,56,2019
52,Puerto Rico,0400000US72,1192654,3406,322645,3251,140202,2371,217817,3298,145625,2550,141704,2713,119611,2532,49486,1552,33746,1308,10693,787,11125,719,20539,185,32924,319,72,2019
